Symbol,Currency,Name,IB Contract ID,ISIN,Rebate Rate,Fee Rate,Available Shares
TMP614520,USD,PRCHS SFT INC *-,197266390.0,XXXXXXX52002,4.08,0.25,2000.0
TMP620910,USD,SELECT THERA,152388058.0,XXXXXXX91008,4.08,0.25,450000.0
TMP620G10,USD,FIRST SCIENTIFC *-,151482404.0,XXXXXXXG1058,4.08,0.25,20000.0
TMP625610,USD,HALLMARK INVEST *-,79715238.0,XXXXXXX61070,4.08,0.25,100.0
TMP634010,USD,ANSCOTTINDUSTINC+,407935223.0,XXXXXXX01078,3.0868,1.2432,5000.0
TMP645V10,USD,FREEHANDINTLINC *-,295516003.0,XXXXXXXV1089,4.08,0.25,100.0
TMP653S10,USD,WIRELESSWEBCON!+,192363696.0,XXXXXXXS1042,4.08,0.25,1000.0
TMP669520,USD,CENTURY21MININGINC*-,324532634.0,XXXXXXX52073,4.08,0.25,600.0
TMP753010,USD,AMER MILLENNIUM CP*-,292922306.0,XXXXXXX01044,4.08,0.25,5000.0
TMP768010,USD,RED NECK FOODS*-,419850245.0,XXXXXXX01036,4.08,0.25,3000.0
TMP772520,USD,APALACHIN O&amp;G NEW *-,200999829.0,XXXXXXX52079,4.08,0.25,100.0
TMP783810,USD,HARVEYS GREAT *-,221276952.0,XXXXXXX81095,4.08,0.25,3000.0
TMP793010,USD,SPECTRUMHEALTHSOL+,125691662.0,XXXXXXX01041,4.08,0.25,500.0
TMP809020,USD,NATL TAX ACCT NEW *-,226650005.0,XXXXXXX02097,4.08,0.25,3000.0
TMP811110,USD,INTG COMMUNNTWK *-,242787715.0,XXXXXXX11014,4.08,0.25,4000.0
TMP817E10,USD,INTELLIWORXX INC+,295516024.0,XXXXXXXE1073,4.08,0.25,300000.0
TMP850R10,USD,EGX FUNDS TRANSFER*+,398428677.0,XXXXXXXR1068,4.08,0.25,23.0
TMP874T10,USD,EURO AMER RES INC *-,295515999.0,XXXXXXXT1088,4.08,0.25,25000.0
TMP892020,USD,EPL TECH INC. (NEW),139361778.0,XXXXXXX02040,4.08,0.25,45000.0
TMP939310,USD,NEW YORK BROKER ADR+,86600868.0,XXXXXXX31058,4.08,0.25,100.0
TMP942J10,USD,PHYSICIANADLDAY*-,161684532.0,XXXXXXXJ1007,4.08,0.25,5000.0
TMP948010,USD,CHAPEL MTN INDSINC*-,324532850.0,XXXXXXX01029,4.08,0.25,500.0
TMP949J10,USD,AIRSTAR TECH INC,67429441.0,XXXXXXXJ1025,4.08,0.25,200000.0
TMP950F20,USD,AIRTECHINTLGRPINC *-,70981909.0,XXXXXXXF2056,4.08,0.25,55000.0
TMP957020,USD,GLOBESATHLDGNEW*_,697077831.0,XXXXXXX02030,4.08,0.25,100.0
TMP972130,USD,MAGNUM RES INC DEL*-,152469933.0,XXXXXXX13033,4.08,0.25,200.0
TMP976510,USD,MILINX BUSINESSCLA*-,85019446.0,XXXXXXX51048,4.08,0.25,1000.0
TMP978210,USD,COMTEL INC. *-,304815129.0,XXXXXXX21038,4.08,0.25,1000.0
TMP991010,USD,VALVESTAR CORP *-,232127211.0,XXXXXXX01091,4.08,0.25,15000.0
TMPOQ,USD,TEMPO AUTOMATION HOLDINGS IN,599376431.0,XXXXXXXM1080,-81.7475,86.0775,450000.0
TMPS,USD,TEMPUS APPLIED SOLUTIONS HOL,202072720.0,XXXXXXXL1008,4.08,0.25,1200000.0
TMQ,USD,TRILOGY METALS INC,247231775.0,CA89621C1059,0.0048,4.3252,3500000.0
TMRAY,USD,TOMRA SYSTEMS A-S-A -SP ADR,75218100.0,XXXXXXX52042,4.08,0.25,5000.0
TMRC,USD,TEXAS MINERAL RESOURCES CORP,225950643.0,XXXXXXXL1098,-2.7588,7.0888,1100000.0
TMSH,USD,TRANSGLOBAL ASSETS INC,85436677.0,XXXXXXXP1057,4.08,0.25,
TMSL,USD,T.ROWE PRC SMALL-MID CAP ETF,636473736.0,XXXXXXXQ8261,-38.4068,42.7368,9000.0
TMSNY,USD,TEMENOS AG-SP ADR,125501466.0,XXXXXXXR2085,-16.6617,20.9917,2000.0
TMTNF,USD,TOROMONT INDUSTRIES LTD,75220568.0,CA8911021050,3.9183,0.4117,20000.0
TMTP,USD,TMT CAPITAL CORP,44613718.0,XXXXXXX91068,4.08,0.25,2700000.0
TMUS,USD,T-MOBILE US INC,125980227.0,XXXXXXX01040,4.0663,0.2637,
TMV,USD,DRX DLY 20+ YR TREAS BEAR 3X,416854749.0,XXXXXXXG8490,-18.5104,22.8404,550000.0
TMVWY,USD,TEAMVIEWER SE - UNSP ADR,401495407.0,XXXXXXXY1064,-0.9233,5.2533,9000.0
TMXN,USD,TRIMAX CORP,48957661.0,XXXXXXXC2035,4.08,0.25,4100000.0
TNA,USD,DIREXION DLY SM CAP BULL 3X,55679435.0,XXXXXXXW8477,3.2794,1.0506,650000.0
TNBI,USD,TANKE BIOSCIENCES CORP,83948715.0,XXXXXXXY1073,-1.4598,5.7898,10000.0
TNC,USD,TENNANT CO,14491612.0,XXXXXXX51033,4.0305,0.2995,400000.0
TNDM,USD,TANDEM DIABETES CARE INC,291995344.0,XXXXXXX22037,4.08,0.25,350000.0
TNEN,USD,TRUE NORTH ENERGY CORP,200213828.0,XXXXXXXT2006,4.08,0.25,1700000.0
TNET,USD,TRINET GROUP INC,147243863.0,XXXXXXX81079,4.08,0.25,650000.0
TNFA,USD,TNF PHARMACEUTICALS INC,683992984.0,XXXXXXXX2018,-57.4305,61.7605,45000.0
TNGL,USD,TONOGOLD RESOURCES INC,162227559.0,XXXXXXX82084,4.08,0.25,2000000.0
TNGNQ,USD,TENGION INC,108717674.0,XXXXXXXG2084,1.7608,2.5692,1100000.0
TNGX,USD,TANGO THERAPEUTICS INC,507643527.0,XXXXXXXX1090,3.9169,0.4131,4100000.0
TNK,USD,TEEKAY TANKERS LTD-CLASS A,732027252.0,BMG8726X1065,3.9219,0.4081,1100000.0
TNKE,USD,TANKE INC,46681672.0,XXXXXXXW1018,4.08,0.25,3100000.0
TNKY,USD,TN-K ENERGY GROUP INC,69947441.0,XXXXXXXW1071,4.08,0.25,750000.0
TNL,USD,TRAVEL + LEISURE CO,469015035.0,XXXXXXX41024,4.0065,0.3235,2000000.0
TNLX,USD,TRANS-LUX CORP,137495649.0,XXXXXXX73049,4.08,0.25,35000.0
TNMG,USD,TNL MEDIAGENE,746714890.0,KYG8924F1054,-73.7435,78.0735,10000.0
TNON,USD,TENON MEDICAL INC,726936015.0,XXXXXXXN3035,-32.4003,36.7303,200000.0
TNPH,USD,TIANAN PHARMACEUTICAL CO LT,43174505.0,XXXXXXXV1035,4.08,0.25,2000.0
TNRG,USD,THUNDER ENERGIES CORP,371873264.0,XXXXXXXY2090,4.08,0.25,80000.0
TNRG.OLD1,USD,TIANRONG BUILDING MATER HLDG,44483077.0,XXXXXXX51012,4.08,0.25,200000.0
TNROQ,USD,TERRA NOSTRA RESOURCES CORP,30217357.0,XXXXXXXC1062,4.08,0.25,35000.0
TNTRQ,USD,TINTRI INC,280909295.0,XXXXXXXQ1058,4.08,0.25,100000.0
TNXP,USD,TONIX PHARMACEUTICALS HOLDIN,708365570.0,XXXXXXX08475,-1.8847,6.2147,6600000.0
TNYA,USD,TENAYA THERAPEUTICS INC,505405596.0,XXXXXXXA1060,-19.8428,24.1728,500000.0
TNYBF,USD,TINLEY BEVERAGE CO INC-THE,385698055.0,CA8875441047,4.08,0.25,900000.0
TNYZF,USD,TINY LTD,637504714.0,CA88770A1003,-24.89,29.22,200000.0
TOAK,USD,TWIN OAK SHRT HRZ ABS RTRN,724308991.0,XXXXXXXL6618,-101.2598,105.5898,30000.0
TOBAF,USD,TAAT GLOBAL ALTERNATIVES INC,657505243.0,CA87320M2004,4.08,0.25,25000.0
TOELY,USD,TOKYO ELECTRON LTD-UNSP ADR,55317880.0,XXXXXXX01029,-0.0889,4.4189,75000.0
TOFB,USD,TOFUTTI BRANDS INC,757567.0,XXXXXXXB1052,4.08,0.25,6000.0
TOGA,USD,TREMBLANT GLOBAL ETF,700767880.0,XXXXXXXN1919,-2.8161,7.1461,6000.0
TOGI,USD,TURNONGREEN INC,86218769.0,XXXXXXXM1062,-9.5463,13.8763,2200000.0
TOGI.OLD1,USD,TORNADO GOLD INTERNATIONAL C,33131778.0,XXXXXXXP1084,4.08,0.25,60000.0
TOGOF,USD,TOMAGOLD CORP,559725437.0,CA8897331010,-1.4598,5.7898,700000.0
TOI,USD,ONCOLOGY INSTITUTE INC-THE,526424674.0,XXXXXXXX1000,1.0622,3.2678,950000.0
TOIPY,USD,THAI OIL PCL - UNSP ADR,98293255.0,XXXXXXXM1071,4.08,0.25,6000.0
TOITF,USD,TOPICUS.COM INC-SUB VOTING,469724265.0,CA89072T1021,4.08,0.25,80000.0
TOK,USD,ISHARES MSCI KOKUSAI ETF,47605480.0,XXXXXXX82652,-2.2539,6.5839,40000.0
TOKE,USD,CAMBRIA CANNABIS ETF,375863828.0,XXXXXXX18218,0.1033,4.2267,200000.0
TOL,USD,TOLL BROTHERS INC,12915.0,XXXXXXX81033,4.0545,0.2755,2300000.0
TOLL,USD,TEMA MONOP AND OLIGOP ETF,630381106.0,XXXXXXXE1073,-43.3097,47.6397,15000.0
TOLWF,USD,TRICAN WELL SERVICE LTD,75218734.0,CA8959451037,3.8045,0.5255,350000.0
TOLZ,USD,PROSHARES GLB INFRASTRUCTURE,147346154.0,XXXXXXXB5084,-1.5774,5.9074,95000.0
TOMDF,USD,TODOS MEDICAL LTD.,282657486.0,IL0011392375,4.08,0.25,
TOMZ,USD,TOMI ENVIRONMENTAL SOLUTIONS,445212073.0,XXXXXXX32039,-0.6217,4.9517,450000.0
TONR,USD,TONNER-ONE WORLD HOLDINGS IN,242135654.0,XXXXXXX71012,4.08,0.25,
TOOD,USD,THERMWOOD CORP,756901.0,XXXXXXX23051,4.08,0.25,100.0
TOON,USD,KARTOON STUDIOS INC,613575611.0,XXXXXXXT5092,3.8133,0.5167,6800000.0
TOP,USD,TOP FINANCIAL GROUP LTD A,564354644.0,KYG989A61029,-1.2653,5.5953,250000.0
TOPP,USD,TOPPOINT HOLDINGS INC,754102247.0,XXXXXXXD1019,-27.8869,32.2169,30000.0
TOPPY,USD,TOPPAN HOLDINGS INC-SPON ADR,110430014.0,XXXXXXX73065,4.08,0.25,1000.0
TOPS,USD,TOP SHIPS INC,657105341.0,MHY8897Y2307,-104.22,108.55,150000.0
TOPT,USD,ISHARES TOP 20 US STOCKS ETF,737382114.0,XXXXXXXG5707,-38.7891,43.1191,100000.0
TOPZ,USD,TOPAZ RESOURCES INC,253784958.0,XXXXXXXW2061,4.08,0.25,100.0
TORCF,USD,TINONE RESOURCES INC,689365114.0,CA8875892082,4.08,0.25,1000.0
TORM,USD,TOR MINERALS INTERNATIONAL,72672025.0,XXXXXXX83090,-7.3054,11.6354,200000.0
TORO,USD,TORO CORP,613919734.0,MHY8900D1085,-0.8462,5.1762,700000.0
TORVF,USD,VOLT CARBON TECHNOLOGIES INC,544348198.0,CA92873M1023,-1.9145,6.2445,4000000.0
TORZ,USD,SUTOR TECHNOLOGY GROUP LTD,198448283.0,XXXXXXX22024,-6.0064,10.3364,45000.0
TOST,USD,TOAST INC-CLASS A,516097394.0,XXXXXXX71080,3.9219,0.4081,8800000.0
TOTDY,USD,TOTO LTD-UNSPONSORED ADR,76941771.0,XXXXXXX52073,-25.5324,29.8624,2000.0
TOTL,USD,SPDR DOUBLELINE TR TACT ETF,185080689.0,XXXXXXXV8485,4.08,0.25,70000.0
TOUR,USD,TUNIU CORP-SPON ADR,150975080.0,XXXXXXXP1066,3.8917,0.4383,2500000.0
TOUR.OLD1,USD,TOUR CFG INC,57090609.0,XXXXXXXB1017,4.08,0.25,4000.0
TOWN,USD,TOWNE BANK,30217403.0,XXXXXXXP1093,4.08,0.25,3400000.0
TOWTF,USD,TOWER ONE WIRELESS CORP,263975461.0,CA89186Q1019,-2.9393,7.2693,450000.0
TOYO,USD,TOYO CO LTD,713451066.0,KYG8976D1079,-93.3102,97.6402,150000.0
TPAC,USD,TRANS-PACIFIC AEROSPACE CO I,73224795.0,XXXXXXXJ1088,4.08,0.25,
TPB,USD,TURNING POINT BRANDS INC,233089623.0,XXXXXXXL1052,3.0234,1.3066,350000.0
TPC,USD,TUTOR PERINI CORP,60037751.0,XXXXXXX91082,3.9219,0.4081,1300000.0
TPCS,USD,TECHPRECISION CORP ,616507089.0,XXXXXXX92005,1.2513,3.0787,550000.0
TPG,USD,TPG INC,537638912.0,XXXXXXX71016,4.08,0.25,2100000.0
TPGXL,USD,TPG OPERATING GROUP II LP,688590892.0,XXXXXXX21029,0.0803,4.2497,65000.0
TPH,USD,TRI POINTE HOMES INC,121560188.0,XXXXXXXH1095,4.08,0.25,1900000.0
TPHD,USD,TIMOTHY PLAN HIGH DVD STOCK,363803340.0,XXXXXXX23269,-8.9514,13.2814,30000.0
TPHM,USD,THOMAS PHARMACEUTICALS-CL A,47447962.0,XXXXXXXL1017,4.08,0.25,5400000.0
TPHS,USD,TRINITY PLACE HOLDINGS INC,113775558.0,XXXXXXXD1019,-25.979,30.309,700000.0
TPIC,USD,TPI COMPOSITES INC,241585164.0,XXXXXXXJ1043,-8.5749,12.9049,55000.0
TPIF,USD,TIMOTHY PLAN INTERNATIONAL E,393752913.0,XXXXXXX23343,-12.5079,16.8379,30000.0
TPII,USD,TRIAD PRO INNOVATORS INC,101382457.0,XXXXXXX71048,4.08,0.25,3500000.0
TPIY,USD,TIANYIN PHARMACEUTICAL CO IN,49477005.0,XXXXXXXM1045,4.08,0.25,400000.0
TPL,USD,TEXAS PACIFIC LAND CORP,463654490.0,XXXXXXXP1021,4.08,0.25,100000.0
TPLC,USD,TIMOTHY PLAN US LARGE-MID CA,363803357.0,XXXXXXX23590,-8.0725,12.4025,40000.0
TPMN,USD,TIMOTHY PLAN MRKT NEUTRL ETF,610241181.0,XXXXXXX22683,-33.2412,37.5712,9000.0
TPNI,USD,PULSE NETWORK INC-THE,127894716.0,XXXXXXXX2036,4.08,0.25,4000000.0
TPOR,USD,DRX DLY TRANSPORTS BULL 3X,274859309.0,XXXXXXXE6793,-12.0964,16.4264,15000.0
TPPPF,USD,TRIPLE P N.V.,4725236.0,NL0000387116,4.08,0.25,3000.0
TPR,USD,TAPESTRY INC,292491487.0,XXXXXXX01072,3.9219,0.4081,3600000.0
TPRKY,USD,TRAVIS PERKINS PLC-ADR,491631460.0,XXXXXXXF3073,4.08,0.25,8000.0
TPRP,USD,TOWER PROPERTIES CO,56968814.0,XXXXXXX23031,4.08,0.25,2.0
TPSC,USD,TIMOTHY PLAN US SMALL CAP CO,393752916.0,XXXXXXX23426,-2.2076,6.5376,40000.0
TPST,USD,TEMPEST THERAPEUTICS INC,499601359.0,XXXXXXXU1088,-13.6347,17.9647,700000.0
TPTA,USD,TERRA PROPERTY TRUST,495918846.0,XXXXXXXK1051,-6.99,11.32,35000.0
TPTW,USD,TPT GLOBAL TECH INC,175726148.0,XXXXXXXT1034,4.08,0.25,
TPUTQ,USD,BARZEL INDUSTRIES INC,57829908.0,XXXXXXX41006,4.08,0.25,15000.0
TPVG,USD,TRIPLEPOINT VENTURE GROWTH B,145650693.0,XXXXXXXY1001,3.7555,0.5745,1000000.0
TPX,USD,TEMPUR SEALY INTERNATIONAL I,27059190.0,XXXXXXXU1016,4.0783,0.2517,2500000.0
TPYP,USD,TORTOISE NORTH AMERICAN PIPE,269827468.0,XXXXXXXN7205,-3.082,7.412,80000.0
TPZ,USD,TORTOISE POWER ENRGY INFRA,751001208.0,XXXXXXX01009,-4.0479,8.3779,75000.0
TPZEF,USD,TOPAZ ENERGY CORP,472507398.0,CA89055A2039,3.4627,0.8673,500000.0
TPZG,USD,TOPAZ GROUP INC,15548483.0,XXXXXXX73010,4.08,0.25,10000.0
TQLA,USD,MONTALVO SPIRITS INC,127239719.0,XXXXXXX21035,4.08,0.25,6500000.0
TQLB,USD,TORQUE LIFESTYLE BRANDS INC,505686714.0,XXXXXXX22074,4.08,0.25,55000.0
TQQQ,USD,PROSHARES ULTRAPRO QQQ,72539702.0,XXXXXXXX8314,3.5241,0.8059,6700000.0
TR,USD,TOOTSIE ROLL INDS,12946.0,XXXXXXX61076,4.08,0.25,100000.0
TRAA,USD,TRAACK TECHNOLOGIES INC,503660638.0,XXXXXXXX1054,-1.4598,5.7898,1000.0
TRAB,USD,THERABIOGEN INC,73911404.0,XXXXXXXE1073,4.08,0.25,2500000.0
TRAE,USD,TRITON AMERICAN ENERGY CORP,45406553.0,XXXXXXXP1003,4.08,0.25,250000.0
TRAIF,USD,TRILOGY AI CORP,746371845.0,CA8959792018,-15.6842,20.0142,5000.0
TRAK,USD,REPOSITRAK INC,40373180.0,XXXXXXX53044,2.3225,2.0075,90000.0
TRARF,USD,TERAS RESOURCES INC,76280425.0,CA8808411018,-8.7668,13.0968,7000.0
TRAW,USD,TRAWS PHARMA INC,730258833.0,XXXXXXXV8845,-83.4556,87.7856,20000.0
TRBD,USD,TURBODYNE TECHNOLOGIES INC,30217426.0,XXXXXXX51035,4.08,0.25,2500000.0
TRBK,USD,TRADITIONS BANCORP INC,489137056.0,XXXXXXXL1026,-2.5964,6.9264,8000.0
TRBMF,USD,TORQ RESOURCES INC,318184106.0,CA89131L1085,4.0784,0.2516,150000.0
TRBO,USD,TURBO GLOBAL PARTNERS INC,341199682.0,XXXXXXXH2094,4.08,0.25,4000.0
TRC,USD,TEJON RANCH CO,757590.0,XXXXXXX01091,3.9132,0.4168,500000.0
TRCK,USD,TRACK GROUP INC,195491652.0,XXXXXXXL1017,3.3466,0.9834,15000.0
TRCNF,USD,TRANSNATIONAL CANNABIS LTD,444870141.0,CA89377T1049,4.08,0.25,300000.0
TRCTF,USD,TRACTION URANIUM CORP,731077892.0,CA89239Q2071,-13.1511,17.4811,65000.0
TRCY,USD,TRI CITY BANKSHARES CORP,75220745.0,XXXXXXX41078,-8.9292,13.2592,2000.0
TRDA,USD,ENTRADA THERAPEUTICS INC,523755830.0,XXXXXXXC1080,3.939,0.391,300000.0
TRDM,USD,TREND MINING CO,30217437.0,XXXXXXXR1068,4.08,0.25,200000.0
TRDX,USD,TREND EXPLORATION INC,448908752.0,XXXXXXXP2002,4.08,0.25,10000.0
TRDY,USD,TRUDY CORP,97309908.0,XXXXXXX52032,4.08,0.25,15000.0
TREE,USD,LENDINGTREE INC,179340941.0,XXXXXXXB1070,3.9443,0.3857,350000.0
TREIF,USD,TREATMENT.COM AI INC,664688034.0,CA8949421017,-1.4598,5.7898,300000.0
TREP,USD,TRUCEPT INC,119833539.0,XXXXXXXT1097,4.08,0.25,1000000.0
TREVQ,USD,TREVALI MINING CORP,530887582.0,CA89531J7868,-16.9996,21.3296,1000.0
TREX,USD,TREX COMPANY INC,6608603.0,XXXXXXXP1057,4.08,0.25,1500000.0
TRFK,USD,PACER DATA AND DIGITAL REV,566205807.0,XXXXXXXH3865,-6.3057,10.6357,4000.0
TRGD,USD,TARA GOLD RESOURCES CORP,40784292.0,XXXXXXXC1053,4.08,0.25,450000.0
TRGEF,USD,TARGA EXPLORATION CORP,650854171.0,CA87612L1004,4.08,0.25,100000.0
TRGGF,USD,TARACHI GOLD CORP,446991763.0,CA87609L1058,4.08,0.25,300000.0
TRGM,USD,TARGETED MEDICAL PHARMA INC,113344695.0,XXXXXXX01046,4.08,0.25,10000.0
TRGP,USD,TARGA RESOURCES CORP,81671838.0,XXXXXXXG1013,4.08,0.25,7300000.0
TRI,USD,THOMSON REUTERS CORP,635326895.0,CA8849038085,3.8538,0.4762,250000.0
TRIB,USD,TRINITY BIOTECH PLC-SPON ADR,686134858.0,XXXXXXX85046,-212.8511,217.1811,150000.0
TRIE,USD,TIRE INTERNATIONAL ENVIRONME,51805264.0,XXXXXXXL1044,4.08,0.25,5000.0
TRII,USD,TRIO RESOURCES INC,120423959.0,XXXXXXX91056,4.08,0.25,10000.0
TRIN,USD,TRINITY CAPITAL INC,468533653.0,XXXXXXX23086,3.9476,0.3824,1700000.0
TRINI,USD,TRINITY CAPITAL INC,717310478.0,XXXXXXX27046,-33.3713,37.7013,100000.0
TRINZ,USD,TRINITY CAPITAL INC,694302925.0,XXXXXXX26055,-35.4299,39.7599,100000.0
TRIP,USD,TRIPADVISOR INC,98542026.0,XXXXXXX52015,3.9219,0.4081,3700000.0
TRIRF,USD,TRITERRAS INC-CLASS A,454570954.0,KYG9103H1020,-23.5528,27.8828,300000.0
TRKNY,USD,TURK TELEKOMUNIKA-UNSPON ADR,92640007.0,XXXXXXXQ1004,-25.0681,29.3981,2000.0
TRLEF,USD,TRILLION ENERGY INTERNATIONA,654714173.0,CA89624B3020,0.4887,3.8413,3700000.0
TRLFF,USD,MAVEN BRANDS INC,524017424.0,CA57768L1058,4.08,0.25,100000.0
TRLM,USD,TRULEUM INC,293687545.0,XXXXXXXX1054,4.08,0.25,200.0
TRMB,USD,TRIMBLE INC,275294.0,XXXXXXX91004,4.08,0.25,6400000.0
TRMD,USD,TORM PLC-A,299078100.0,GB00BZ3CNK81,3.0056,1.3244,20000.0
TRMK,USD,TRUSTMARK CORP,275298.0,XXXXXXX21027,3.462,0.868,1200000.0
TRML,USD,TOURMALINE BIO INC,660999387.0,XXXXXXXD1054,3.9491,0.3809,250000.0
TRMLF,USD,TOURMALINE OIL CORP,81518761.0,CA89156V1067,4.0514,0.2786,1100000.0
TRMNF,USD,NEW WAVE HOLDINGS CORP,633942153.0,CA64913V5099,-1.135,5.465,55000.0
TRN,USD,TRINITY INDUSTRIES INC,12974.0,XXXXXXX21091,3.9396,0.3904,1100000.0
TRNLY,USD,TRENDLINES GROUP LT-SPON ADR,233499546.0,XXXXXXXL1089,4.08,0.25,5000.0
TRNO,USD,TERRENO REALTY CORP,72086382.0,XXXXXXXM1018,4.0157,0.3143,4200000.0
TRNR,USD,INTERACTIVE STRENGTH INC,740524051.0,XXXXXXXY3027,-334.2132,338.5432,15000.0
TRNS,USD,TRANSCAT INC,275309.0,XXXXXXX91075,3.976,0.354,350000.0
TRNT,USD,TRANSNET CORP,30217461.0,XXXXXXX21028,4.08,0.25,10000.0
TROG,USD,TRIUMPH OIL &amp; GAS,75219265.0,XXXXXXX41086,4.08,0.25,10000.0
TROO,USD,TROOPS INC,526726594.0,KYG9094C1042,-21.2252,25.5552,250000.0
TROW,USD,T ROWE PRICE GROUP INC,275321.0,XXXXXXXT1088,4.08,0.25,2800000.0
TROX,USD,TRONOX HOLDINGS PLC,357888136.0,GB00BJT16S69,4.0412,0.2888,1100000.0
TROYF,USD,TROY MINERALS INC,606826311.0,CA8974711084,-0.4999,4.8299,65000.0
TRP,USD,TC ENERGY CORP,362155244.0,CA87807B1076,4.0667,0.2633,6300000.0
TRPTF,USD,TRIBE PROPERTY TECHNOLOGIES,528956323.0,CA89602T1012,-3.2135,7.5435,20000.0
TRRE,USD,TERRA ENERGY RESOURCES LTD,182228471.0,XXXXXXXJ2006,4.0611,0.2689,150000.0
TRRI,USD,TRINITY RESOURCES INC,206814760.0,XXXXXXXL1035,4.08,0.25,4000.0
TRRSF,USD,TRISURA GROUP LTD,300465623.0,CA89679A2092,3.1405,1.1895,150000.0
TRRXF,USD,TNR GOLD CORP,88249232.0,CA87262G1046,-1.584,5.914,750000.0
TRS,USD,TRIMAS CORP,44255989.0,XXXXXXX52091,3.9469,0.3831,650000.0
TRSG,USD,TUNGRAY TECHNOLOGIES INC-A,698258868.0,KYG9124M1069,-35.9714,40.3014,5000.0
TRSI,USD,TROPHY RESOURCES INC,38222640.0,XXXXXXX71041,4.08,0.25,3300000.0
TRST,USD,TRUSTCO BANK CORP NY,494067036.0,XXXXXXX92047,3.6366,0.6934,800000.0
TRT,USD,TRIO-TECH INTL,6605143.0,XXXXXXX22057,-2.9305,7.2605,150000.0
TRTI,USD,TRANSTECH INDUSTRIES INC,30217473.0,XXXXXXX81070,4.08,0.25,100.0
TRTN PRA,USD,TRITON INTERNATIONAL LTD,356974594.0,BMG9078F1234,-48.9378,53.2678,75000.0
TRTN PRB,USD,TRITON INTERNATIONAL LTD,371718576.0,BMG9078F1317,-6.4193,10.7493,50000.0
TRTN PRC,USD,TRITON INTERNATIONAL LTD,390327788.0,BMG9078F1499,-16.1717,20.5017,35000.0
TRTN PRD,USD,TRITON INTERNATIONAL LTD,399936017.0,BMG9078F2067,-4.7665,9.0965,40000.0
TRTN PRE,USD,TRITON INTERNATIONAL LTD,507821939.0,BMG9078F1564,-20.1273,24.4573,45000.0
TRTX,USD,TPG RE FINANCE TRUST INC,282665987.0,XXXXXXXM1071,3.3266,1.0034,5300000.0
TRTX PRC,USD,TPG RE FINANCE TRUST INC,495763837.0,XXXXXXXM2061,-23.5555,27.8855,65000.0
TRTY,USD,CAMBRIA TRINITY ETF,332975529.0,XXXXXXX18390,-3.3365,7.6665,45000.0
TRU,USD,TRANSUNION,198051403.0,XXXXXXXJ1079,4.08,0.25,4500000.0
TRUE,USD,TRUECAR INC,151525644.0,XXXXXXXL1070,3.4051,0.9249,2000000.0
TRUFF,USD,RED LIGHT HOLLAND CORP,628566252.0,CA75671E1097,0.529,3.801,750000.0
TRUG,USD,TRUGOLF HOLDINGS INC,530091843.0,XXXXXXX31026,-121.6503,125.9803,800000.0
TRUL,USD,TRULITE INC,43261250.0,XXXXXXX91013,4.08,0.25,400.0
TRUMY,USD,TERUMO CORP-UNSPON ADR,54968715.0,XXXXXXXJ1051,-25.9883,30.3183,45000.0
TRUP,USD,TRUPANION INC,160756775.0,XXXXXXX21060,3.8567,0.4733,750000.0
TRUX,USD,TRUXTON CORP,136039536.0,XXXXXXXY1073,-16.0739,20.4039,25000.0
TRV,USD,TRAVELERS COS INC-THE,43150617.0,XXXXXXXE1091,3.9219,0.4081,7100000.0
TRVG,USD,TRIVAGO NV - ADR,662780319.0,XXXXXXXD3035,3.9402,0.3898,600000.0
TRVI,USD,TREVI THERAPEUTICS INC,364036151.0,XXXXXXXM1018,3.6763,0.6537,2100000.0
TRVN,USD,TREVENA INC,721993662.0,XXXXXXXE3071,-30.3632,34.6932,55000.0
TRX,USD,TRX GOLD CORP,564395786.0,CA87283P1099,-2.5223,6.8523,4100000.0
TRXA,USD,TREX ACQUISITION CORP,146444588.0,XXXXXXXJ1088,4.08,0.25,400.0
TRYF,USD,TRYCERA FINANCIAL INC,188807673.0,XXXXXXXQ2030,4.08,0.25,8000.0
TRYIY,USD,TORAY INDUSTRIES-UNSPON ADR,75220613.0,XXXXXXX02064,-1.4023,5.7323,50000.0
TRYLF,USD,TERYL RESOURCES CORP,49450238.0,CA88156K1021,4.08,0.25,150000.0
TS,USD,TENARIS SA-ADR,16675601.0,XXXXXXXM1099,3.9219,0.4081,3000000.0
TSAT,USD,TELESAT CORP,527803231.0,CA8795123097,3.6345,0.6955,200000.0
TSBK,USD,TIMBERLAND BANCORP INC,6858316.0,XXXXXXX81011,4.0491,0.2809,150000.0
TSBX,USD,TURNSTONE BIOLOGICS CORP,643882210.0,XXXXXXXW1009,-1.8971,6.2271,900000.0
TSCDY,USD,TESCO PLC-SPONSORED ADR,471212245.0,XXXXXXX54010,2.6549,1.6751,95000.0
TSCO,USD,TRACTOR SUPPLY COMPANY,6858322.0,XXXXXXX61067,4.08,0.25,
TSDD,USD,GRANITESH 2X SHT TSLA ETF,753278772.0,XXXXXXXR5954,-27.6121,31.9421,50000.0
TSE,USD,TRINSEO PLC,518903684.0,IE0000QBK8U7,3.782,0.548,1000000.0
TSEM,USD,TOWER SEMICONDUCTOR LTD,111792216.0,IL0010823792,2.7527,1.5773,2400000.0
TSGL,USD,STAFFING GROUP LTD-THE,225017250.0,XXXXXXX32074,4.08,0.25,15000.0
